,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
29,730. Thomas Novak,NSH,26,"Apr. 28, 1997",United States,179 lbs - 81 kg,"6'1"" - 185 cm",C,Left,85 - Round 3 - 2015 (NSH),,,,71,18.0,27.0,45.0,0.63,-3.0,113.0,0.16,14:12,15.08,113.0,240.0,181.0,0.9,6.72,14.28,10.77,660.0,437.0,60.16,1299.0,822.0,61.24,941.0,595.0,61.26,68.88,44.48,60.76,,,,,,,,,NSH,Standard (1-way),✔,"Feb. 8, 2023",26,✔,,,1,RFA,UFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
30,731. Jesse Puljujärvi,PIT,25,"May 7, 1998",Sweden,201 lbs - 91 kg,"6'4"" - 193 cm",RW,Right,4 - Round 1 - 2016 (EDM),,,,22,3.0,1.0,4.0,0.18,2.0,29.0,0.1,09:11,3.13,29.0,47.0,37.0,0.93,8.61,13.95,10.98,108.0,96.0,52.94,199.0,192.0,50.9,144.0,138.0,51.06,8.64,8.33,50.91,,,,,,,,,PIT,Standard (1-way),,"Feb. 4, 2024",25,,,,2,UFA,UFA,2025,"$800,000",1.0%,"$800,000","$775,000","$775,000","$775,000",$0,$0
31,732. Samuel Bolduc,NYI,22,"Dec. 9, 2000",Canada,210 lbs - 95 kg,"6'4"" - 193 cm",LD,Left,57 - Round 2 - 2019 (NYI),,,,34,2.0,3.0,5.0,0.15,-4.0,32.0,0.06,13:08,1.09,32.0,76.0,54.0,0.15,4.3,10.19,7.25,195.0,236.0,45.24,380.0,497.0,43.33,290.0,331.0,46.7,18.01,18.66,49.11,,,,,,,,,NYI,Standard (1-way),✔,"Jun. 20, 2023",22,,,,2,RFA,RFA,2025,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
32,733. Pontus Holmberg,TOR,24,"Mar. 9, 1999",Sweden,175 lbs - 79 kg,"5'10"" - 178 cm","C, LW",Left,156 - Round 6 - 2018 (TOR),,,✔,54,7.0,10.0,17.0,0.31,11.0,54.0,0.13,11:34,6.66,54.0,97.0,79.0,0.64,5.19,9.32,7.59,281.0,286.0,49.56,579.0,660.0,46.73,414.0,451.0,47.86,26.57,30.93,46.21,,,,,,,,,TOR,Standard (1-way),✔,"Jun. 28, 2023",24,✔,,,2,RFA,RFA,2025,"$800,000",1.0%,"$800,000","$775,000","$775,000","$775,000",$0,$0
33,734. Chad Ruhwedel,NYR,33,"May 7, 1990",United States,191 lbs - 87 kg,"5'11"" - 180 cm",RD,Right,,,,,52,1.0,3.0,4.0,0.08,-6.0,35.0,0.03,12:41,0.9,35.0,99.0,54.0,0.08,3.18,8.99,4.91,243.0,339.0,41.75,494.0,713.0,40.93,343.0,501.0,40.64,20.89,32.68,39.0,,,,,,,,,PIT,Standard (1-way),✔,"Feb. 19, 2022",32,,,,2,UFA,UFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
34,735. Oskar Steen,BOS,25,"Mar. 9, 1998",Sweden,187 lbs - 85 kg,"5'9"" - 175 cm","C, RW",Right,165 - Round 6 - 2016 (BOS),,,,34,1.0,0.0,1.0,0.03,-2.0,24.0,0.04,09:04,2.61,24.0,56.0,41.0,0.51,4.67,10.9,7.98,100.0,135.0,42.55,224.0,293.0,43.33,151.0,190.0,44.28,8.07,9.41,46.17,,,,,,,,,BOS,Standard (1-way),✔,"Apr. 10, 2022",24,✔,,,2,RFA,UFA Group 6,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
35,736. Connor Dewar,TOR,24,"Jun. 26, 1999",Canada,170 lbs - 77 kg,"5'10"" - 178 cm","LW, C",Left,92 - Round 3 - 2018 (MIN),,,✔,74,11.0,8.0,19.0,0.26,-8.0,77.0,0.14,11:39,8.59,77.0,151.0,111.0,0.6,5.36,10.51,7.73,310.0,476.0,39.44,650.0,1009.0,39.18,451.0,703.0,39.08,27.27,47.71,36.36,,,,,,,,,MIN,Standard (1-way),✔,"Jun. 22, 2022",23,,,,2,RFA,RFA,2024,"$800,000",1.0%,"$800,000","$850,000","$850,000","$850,000",$0,$0
36,737. Yegor Chinakhov,CBJ,22,"Feb. 1, 2001",Russia,178 lbs - 81 kg,"6'0"" - 183 cm","RW, LW",Left,21 - Round 1 - 2020 (CBJ),,,,53,16.0,13.0,29.0,0.55,-3.0,110.0,0.15,15:10,10.6,110.0,260.0,176.0,0.79,8.22,19.42,13.15,445.0,396.0,52.91,910.0,782.0,53.78,642.0,555.0,53.63,44.47,42.05,51.4,,,,,,,,,CBJ,Standard (1-way),✔,"Apr. 4, 2023",22,,,,1,RFA,RFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
37,738. Givani Smith,SJS,25,"Feb. 27, 1998",Canada,210 lbs - 95 kg,"6'2"" - 188 cm","LW, RW",Left,46 - Round 2 - 2016 (DET),,,,36,1.0,3.0,4.0,0.11,-13.0,31.0,0.03,07:48,3.61,31.0,54.0,40.0,0.8,6.86,11.94,8.85,113.0,150.0,42.97,225.0,287.0,43.95,169.0,211.0,44.47,11.03,13.34,45.26,,,,,,,,,SJS,Standard (1-way),,"Jul. 1, 2023",25,,,,2,UFA,UFA,2025,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
38,739. Reese Johnson,CHI,24,"Jul. 10, 1998",Canada,192 lbs - 87 kg,"6'1"" - 185 cm","RW, C",Right,,,,✔,42,2.0,3.0,5.0,0.12,-20.0,51.0,0.04,10:55,4.73,51.0,88.0,68.0,0.62,6.66,11.5,8.89,194.0,258.0,42.92,384.0,499.0,43.49,280.0,362.0,43.61,16.22,27.25,37.31,,,,,,,,,CHI,Standard (1-way),✔,"Apr. 13, 2022",23,✔,,,2,RFA,RFA,2024,"$800,000",1.0%,"$800,000","$850,000","$850,000","$850,000",$0,$0
39,740. Tyler Motte,TBL,28,"Mar. 10, 1995",United States,192 lbs - 87 kg,"5'10"" - 178 cm","LW, RW",Left,121 - Round 4 - 2013 (CHI),,,,69,6.0,3.0,9.0,0.13,-8.0,83.0,0.07,12:26,7.65,83.0,177.0,123.0,0.53,5.79,12.35,8.58,289.0,412.0,41.23,631.0,862.0,42.26,437.0,588.0,42.63,25.03,43.94,36.29,,,,,,,,,TBL,Standard (1-way),,"Sep. 9, 2023",28,,,,1,UFA,UFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
40,741. Jimmy Vesey,NYR,30,"May 26, 1993",United States,202 lbs - 92 kg,"6'3"" - 191 cm","RW, LW",Left,66 - Round 3 - 2012 (NSH),,,,80,13.0,13.0,26.0,0.33,-4.0,116.0,0.11,12:22,16.87,116.0,208.0,169.0,1.02,7.03,12.6,10.24,409.0,490.0,45.49,811.0,1061.0,43.32,590.0,738.0,44.43,44.81,51.48,46.54,,,,,,,,,NYR,Standard (1-way),✔,"Jan. 4, 2023",30,,,,2,UFA,UFA,2025,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
41,742. Ryan Lomberg,FLA,28,"Dec. 9, 1994",Canada,187 lbs - 85 kg,"5'9"" - 175 cm","LW, RW",Left,,,,,75,5.0,2.0,7.0,0.09,-1.0,68.0,0.07,09:32,7.02,68.0,137.0,105.0,0.59,5.7,11.49,8.8,296.0,305.0,49.25,623.0,645.0,49.13,433.0,472.0,47.85,24.21,29.06,45.45,,,,,,,,,FLA,Standard (1-way),✔,"Nov. 25, 2021",27,,,,2,UFA,UFA,2024,"$800,000",1.0%,"$800,000","$825,000","$825,000","$825,000",$0,$0
42,743. Kyle MacLean,NYI,24,"Apr. 29, 1999",United States,181 lbs - 82 kg,"6'0"" - 183 cm","LW, C",Left,,,✓,,32,4.0,5.0,9.0,0.28,5.0,26.0,0.15,10:05,2.87,26.0,43.0,38.0,0.53,4.83,7.98,7.05,116.0,139.0,45.49,230.0,313.0,42.36,171.0,206.0,45.36,11.5,11.38,50.26,,,,,,,,,NYI,Entry-Level,,"May 19, 2023",24,,,,1,ELC,RFA,2024,"$800,000",1.0%,"$800,000","$800,000","$775,000","$82,500","$25,000",$0
43,744. Michael Eyssimont,TBL,26,"Sep. 9, 1996",United States,192 lbs - 87 kg,"6'0"" - 183 cm","RW, C",Left,142 - Round 5 - 2016 (LAK),,,,81,11.0,14.0,25.0,0.31,7.0,149.0,0.07,11:51,12.85,149.0,284.0,214.0,0.8,9.31,17.73,13.36,453.0,420.0,51.89,974.0,858.0,53.17,665.0,602.0,52.49,40.45,40.22,50.14,,,,,,,,,TBL,Standard (1-way),✔,"May 5, 2023",26,,,,2,UFA,UFA,2025,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
44,745. Patrick Brown,BOS,31,"May 29, 1992",United States,214 lbs - 97 kg,"5'11"" - 180 cm","C, RW",Right,,,,,11,0.0,1.0,1.0,0.09,-3.0,7.0,0.0,08:49,0.63,7.0,14.0,11.0,0.39,4.33,8.65,6.8,35.0,50.0,41.18,63.0,99.0,38.89,47.0,71.0,39.83,2.12,4.47,32.17,,,,,,,,,BOS,Standard (1-way),,"Jul. 1, 2023",31,,,,2,UFA,UFA,2025,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
45,746. Joey Anderson,CHI,25,"Jun. 19, 1998",United States,190 lbs - 86 kg,"5'11"" - 180 cm",RW,Right,73 - Round 3 - 2016 (NJD),,,✔,55,5.0,12.0,17.0,0.31,5.0,57.0,0.09,13:32,5.89,56.0,104.0,78.0,0.48,4.59,8.53,6.4,278.0,321.0,46.41,571.0,675.0,45.83,388.0,465.0,45.49,24.71,31.21,44.19,,,,,,,,,CHI,Standard (2-way),✔,"Jun. 22, 2023",25,✔,,,1,RFA,RFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$475,000",$0,$0
46,747. Nick Bonino,,35,"Apr. 20, 1988",United States,196 lbs - 89 kg,"6'1"" - 185 cm","C, LW",Left,173 - Round 6 - 2007 (SJS),,,,45,1.0,4.0,5.0,0.11,-12.0,31.0,0.03,12:15,3.4,31.0,65.0,48.0,0.37,3.37,7.07,5.22,182.0,303.0,37.53,346.0,737.0,31.95,256.0,474.0,35.07,16.21,34.38,32.04,,,,,,,,,NYR,35+ (1-way),,"Jul. 1, 2023",35,,,,1,UFA,UFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
47,748. Brendan Lemieux,CAR,27,"Mar. 15, 1996",United States,213 lbs - 97 kg,"6'1"" - 185 cm","LW, RW",Left,31 - Round 2 - 2014 (BUF),,,,32,3.0,2.0,5.0,0.16,0.0,29.0,0.1,08:00,3.11,29.0,65.0,43.0,0.73,6.79,15.22,10.07,110.0,124.0,47.01,248.0,213.0,53.8,162.0,164.0,49.69,10.66,11.67,47.74,,,,,,,,,CAR,Standard (1-way),,"Jul. 11, 2023",27,,,,1,UFA,UFA,2024,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
48,749. Tyler Tucker,STL,23,"Mar. 1, 2000",Canada,205 lbs - 93 kg,"6'1"" - 185 cm",LD/RD,Left,200 - Round 7 - 2018 (STL),,,,26,1.0,1.0,2.0,0.08,1.0,17.0,0.06,12:27,0.48,17.0,41.0,21.0,0.09,3.15,7.6,3.89,118.0,171.0,40.83,216.0,320.0,40.29,163.0,234.0,41.06,10.16,15.83,39.09,,,,,,,,,STL,Standard (1-way),✔,"Jun. 30, 2023",23,,,,2,RFA,RFA,2025,"$800,000",1.0%,"$800,000","$800,000","$800,000","$800,000",$0,$0
49,750. Luke Evangelista,NSH,21,"Feb. 21, 2002",Canada,166 lbs - 75 kg,"5'11"" - 180 cm",RW,Right,42 - Round 2 - 2020 (NSH),,✓,,80,16.0,23.0,39.0,0.49,0.0,172.0,0.09,13:57,18.92,172.0,278.0,222.0,1.02,9.24,14.94,11.93,691.0,460.0,60.03,1361.0,897.0,60.27,985.0,641.0,60.58,71.02,42.74,62.43,,,,,,,,,NSH,Entry-Level,,"Nov. 9, 2020",18,,,,3,ELC,RFA,2025,"$797,500",1.0%,"$896,667","$775,000","$775,000","$80,000",$0,"$82,500"
0,751. Nicholas Robertson,TOR,21,"Sep. 11, 2001",United States,178 lbs - 81 kg,"5'9"" - 175 cm","LW, RW",Left,53 - Round 2 - 2019 (TOR),,,,56,14.0,13.0,27.0,0.48,4.0,96.0,0.15,11:22,9.59,96.0,168.0,133.0,0.9,9.03,15.82,12.53,344.0,275.0,55.57,650.0,598.0,52.08,495.0,413.0,54.52,32.6,26.38,55.27,,,,,,,,,TOR,Entry-Level,,"Sep. 19, 2019",17,,,,3,ELC,RFA,2024,"$796,667",1.0%,"$796,667","$775,000","$775,000","$70,000",$0,$0
1,752. Nikita Okhotiuk,CGY,22,"Dec. 4, 2000",Russia,198 lbs - 90 kg,"6'0"" - 183 cm",LD,Left,61 - Round 2 - 2019 (NJD),,,,52,1.0,8.0,9.0,0.17,-24.0,52.0,0.02,15:54,3.22,52.0,133.0,88.0,0.23,3.77,9.64,6.38,340.0,490.0,40.96,705.0,977.0,41.91,496.0,695.0,41.65,33.01,50.58,39.49,,,,,,,,,NJD,Entry-Level,,"Dec. 30, 2019",18,,,,3,ELC,RFA,2024,"$789,167",1.0%,"$905,000","$775,000","$775,000","$70,000",$0,"$82,500"
2,753. Vladislav Kolyachonok,UTA,22,"May 26, 2001",Belarus,189 lbs - 86 kg,"6'1"" - 185 cm",LD/RD,Left,52 - Round 2 - 2019 (FLA),,,,5,1.0,3.0,4.0,0.8,5.0,5.0,0.2,12:28,0.16,5.0,10.0,7.0,0.15,4.8,9.61,6.73,32.0,32.0,50.0,53.0,63.0,45.69,43.0,45.0,48.86,2.15,2.52,45.94,,,,,,,,,FLA,Entry-Level,,"Sep. 13, 2019",18,,,,3,ELC,RFA,2024,"$789,167",1.0%,"$905,000","$775,000","$775,000","$70,000",$0,"$82,500"
3,754. Aliaksei Protas,WSH,22,"Jan. 6, 2001",Belarus,225 lbs - 102 kg,"6'6"" - 198 cm","RW, LW, C",Left,91 - Round 3 - 2019 (WSH),,,,78,6.0,23.0,29.0,0.37,-3.0,113.0,0.05,13:44,13.7,113.0,203.0,167.0,0.77,6.32,11.36,9.35,480.0,554.0,46.42,949.0,1133.0,45.58,682.0,799.0,46.05,48.52,54.78,46.97,,,,,,,,,WSH,Entry-Level,,"Jul. 10, 2019",18,,,,3,ELC,RFA,2024,"$789,167",1.0%,"$888,333","$775,000","$775,000","$70,000",$0,"$82,500"
4,755. Kaedan Korczak,VGK,22,"Jan. 29, 2001",Canada,192 lbs - 87 kg,"6'3"" - 191 cm",RD,Right,41 - Round 2 - 2019 (VGK),,,,26,1.0,8.0,9.0,0.35,12.0,32.0,0.03,16:30,1.06,32.0,81.0,45.0,0.15,4.47,11.33,6.29,214.0,177.0,54.73,432.0,423.0,50.53,300.0,285.0,51.28,19.59,17.51,52.8,,,,,,,,,VGK,Entry-Level,,"Dec. 21, 2019",18,,,,3,ELC,RFA,2024,"$789,167",1.0%,"$905,000","$775,000","$775,000","$70,000",$0,"$82,500"
5,756. Joel Hanley,CGY,32,"Jun. 8, 1991",Canada,190 lbs - 86 kg,"5'11"" - 180 cm",LD/RD,Left,,,,,42,1.0,4.0,5.0,0.12,3.0,19.0,0.05,13:53,1.0,19.0,66.0,37.0,0.1,1.95,6.79,3.8,253.0,254.0,49.9,583.0,515.0,53.1,392.0,361.0,52.06,23.36,21.62,51.93,,,,,,,,,DAL,Standard (1-way),,"Jul. 1, 2023",32,,,,2,UFA,UFA,2025,"$787,500",0.9%,"$787,500","$775,000","$775,000","$775,000",$0,$0
6,757. Tyler Pitlick,NYR,31,"Nov. 1, 1991",United States,200 lbs - 91 kg,"6'2"" - 188 cm",RW,Right,31 - Round 2 - 2010 (EDM),,,,34,1.0,3.0,4.0,0.12,-6.0,32.0,0.03,10:11,3.32,32.0,65.0,47.0,0.56,5.54,11.25,8.13,125.0,171.0,42.23,251.0,381.0,39.72,178.0,267.0,40.0,11.48,17.11,40.15,,,,,,,,,NYR,Standard (1-way),,"Jul. 1, 2023",31,,,,1,UFA,UFA,2024,"$787,500",0.9%,"$787,500","$787,500","$787,500","$787,500",$0,$0
7,758. Julien Gauthier,NYI,25,"Oct. 15, 1997",Canada,227 lbs - 103 kg,"6'4"" - 193 cm",RW,Right,21 - Round 1 - 2016 (CAR),,,,27,5.0,4.0,9.0,0.33,-5.0,32.0,0.16,10:10,3.3,32.0,58.0,43.0,0.72,6.99,12.67,9.4,92.0,155.0,37.25,193.0,329.0,36.97,131.0,223.0,37.01,7.94,13.15,37.65,,,,,,,,,NYI,Standard (1-way),,"Jul. 5, 2023",25,,,,2,UFA,UFA,2025,"$787,500",0.9%,"$787,500","$775,000","$775,000","$775,000",$0,$0
8,759. Olle Lycksell,PHI,23,"Aug. 24, 1999",Sweden,165 lbs - 75 kg,"5'10"" - 178 cm",RW,Left,168 - Round 6 - 2017 (PHI),,,✔,18,1.0,4.0,5.0,0.28,0.0,29.0,0.03,09:56,3.88,29.0,45.0,39.0,1.3,9.72,15.08,13.07,83.0,54.0,60.58,188.0,146.0,56.29,136.0,83.0,62.1,8.81,5.61,61.1,,,,,,,,,PHI,Standard (2-way),,"Jul. 13, 2023",23,✔,,,2,RFA,RFA,2025,"$787,500",0.9%,"$787,500","$775,000","$775,000","$200,000",$0,$0
9,760. Jakub Lauko,BOS,23,"Mar. 28, 2000",Czech Republic,179 lbs - 81 kg,"6'0"" - 183 cm","LW, RW",Left,77 - Round 3 - 2018 (BOS),,,,60,2.0,8.0,10.0,0.17,-3.0,43.0,0.05,09:49,6.24,43.0,97.0,68.0,0.64,4.38,9.88,6.92,195.0,257.0,43.14,408.0,564.0,41.98,294.0,374.0,44.01,18.57,21.87,45.93,,,,,,,,,BOS,Standard (2-way),,"Jul. 5, 2023",23,,,,2,RFA,RFA,2025,"$787,500",0.9%,"$787,500","$775,000","$775,000","$200,000",$0,$0
10,761. Austin Watson,TBL,31,"Jan. 13, 1992",United States,204 lbs - 93 kg,"6'4"" - 193 cm","RW, LW",Right,18 - Round 1 - 2010 (NSH),,,,33,2.0,2.0,4.0,0.12,2.0,17.0,0.12,07:15,1.72,17.0,34.0,25.0,0.43,4.25,8.51,6.26,72.0,104.0,40.9,170.0,240.0,41.46,111.0,158.0,41.26,5.93,8.61,40.76,,,,,,,,,TBL,Standard (1-way),,"Oct. 9, 2023",31,,,,1,UFA,UFA,2024,"$776,665",0.9%,"$776,665","$776,665","$776,665","$776,665",$0,$0
11,762. William Lockwood,FLA,25,"Jun. 20, 1998",United States,172 lbs - 78 kg,"5'11"" - 180 cm",RW,Right,64 - Round 3 - 2016 (VAN),,,,26,0.0,1.0,1.0,0.04,2.0,19.0,0.0,08:11,2.13,19.0,37.0,29.0,0.6,5.35,10.41,8.16,99.0,75.0,56.9,187.0,164.0,53.28,133.0,117.0,53.2,7.19,5.52,56.57,,,,,,,,,FLA,Standard (2-way),,"Jul. 2, 2023",25,,,,2,UFA,UFA,2025,"$775,000",0.9%,"$775,000","$775,000","$775,000","$275,000",$0,$0
12,763. Nick Seeler,PHI,30,"Jun. 3, 1993",United States,201 lbs - 91 kg,"6'2"" - 188 cm",LD/RD,Left,131 - Round 5 - 2011 (MIN),,,,71,1.0,12.0,13.0,0.18,9.0,100.0,0.01,16:56,3.54,100.0,225.0,150.0,0.18,4.99,11.22,7.48,664.0,581.0,53.33,1259.0,1393.0,47.47,926.0,878.0,51.33,58.11,58.47,49.85,,,,,,,,,PHI,Standard (2-way),✔,"May 19, 2022",29,,,,2,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$800,000","$800,000","$350,000",$0,$0
13,764. Kiefer Sherwood,NSH,28,"Mar. 21, 1995",United States,194 lbs - 88 kg,"6'0"" - 183 cm","LW, RW",Right,,,,,68,10.0,17.0,27.0,0.4,17.0,110.0,0.09,12:10,11.05,109.0,216.0,165.0,0.8,7.9,15.66,11.96,419.0,400.0,51.16,842.0,758.0,52.62,618.0,553.0,52.78,40.25,36.54,52.41,,,,,,,,,NSH,Standard (1-way),✔,"Apr. 16, 2023",28,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$775,000",$0,$0
14,765. Carson Meyer,CBJ,25,"Aug. 18, 1997",United States,180 lbs - 82 kg,"5'11"" - 180 cm",RW,Right,179 - Round 6 - 2017 (CBJ),,,,14,1.0,1.0,2.0,0.14,-2.0,10.0,0.1,09:07,1.79,10.0,23.0,15.0,0.84,4.7,10.81,7.05,44.0,65.0,40.36,108.0,141.0,43.37,70.0,94.0,42.68,4.34,6.61,39.69,,,,,,,,,CBJ,Standard (2-way),✔,"Jun. 23, 2023",25,✔,,,1,RFA,UFA Group 6,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$190,000",$0,$0
15,766. Bokondji Imama,OTT,26,"Aug. 3, 1996",Canada,214 lbs - 97 kg,"6'1"" - 185 cm",LW,Left,180 - Round 6 - 2015 (TBL),,,,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,05:35,0.13,1.0,8.0,5.0,0.23,1.79,14.32,8.94,4.0,8.0,33.33,26.0,28.0,48.15,20.0,14.0,58.82,0.69,0.72,48.94,,,,,,,,,OTT,Standard (2-way),,"Jul. 1, 2023",26,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$325,000",$0,$0
16,767. Devin Cooley,SJS,26,"May 27, 1997",United States,190 lbs - 86 kg,"6'5"" - 196 cm",G,Left,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,4.98,0.87,4.37,4.09,-0.28,BUF,Standard (2-way),,"Jul. 1, 2023",26,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$400,000",$0,$0
17,768. Mitchell Chaffee,TBL,25,"Jan. 26, 1998",United States,207 lbs - 94 kg,"6'0"" - 183 cm",RW,Right,,,,,30,4.0,3.0,7.0,0.23,2.0,27.0,0.15,11:17,3.05,26.0,52.0,38.0,0.54,4.62,9.25,6.76,137.0,155.0,46.92,297.0,322.0,47.98,202.0,217.0,48.21,11.3,15.7,41.85,,,,,,,,,TBL,Standard (2-way),,"Jul. 1, 2023",25,✔,,,1,UFA,UFA Group 6,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$250,000",$0,$0
18,769. Radim Zohorna,PIT,27,"Apr. 29, 1996",Czech Republic,220 lbs - 100 kg,"6'6"" - 198 cm","LW, RW",Left,,,,,33,4.0,3.0,7.0,0.21,0.0,38.0,0.11,09:45,4.84,38.0,68.0,52.0,0.9,7.08,12.66,9.68,176.0,140.0,55.7,343.0,292.0,54.02,248.0,218.0,53.22,17.66,13.72,56.28,,,,,,,,,PIT,Standard (2-way),,"Jul. 2, 2023",27,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$375,000",$0,$0
19,770. Calvin De Haan,TBL,32,"May 9, 1991",Canada,195 lbs - 88 kg,"6'1"" - 185 cm",LD/RD,Left,12 - Round 1 - 2009 (NYI),,,,59,3.0,7.0,10.0,0.17,-9.0,56.0,0.05,16:37,2.11,56.0,163.0,92.0,0.13,3.43,9.97,5.63,392.0,469.0,45.53,844.0,965.0,46.66,573.0,661.0,46.43,42.57,49.58,46.2,,,,,,,,,TBL,Standard (1-way),,"Jul. 2, 2023",32,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$775,000",$0,$0
20,771. Hugh McGing,STL,24,"Jul. 11, 1998",United States,170 lbs - 77 kg,"5'8"" - 173 cm","LW, C",Left,138 - Round 5 - 2018 (STL),,,,5,0.0,0.0,0.0,0.0,-5.0,4.0,0.0,08:22,0.77,4.0,5.0,4.0,1.1,5.73,7.16,5.73,18.0,15.0,54.55,31.0,40.0,43.66,24.0,23.0,51.06,1.82,1.46,55.49,,,,,,,,,STL,Standard (2-way),,"Jul. 6, 2023",24,✔,,,1,RFA,UFA Group 6,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$140,000",$0,$0
21,772. Caleb Jones,COL,26,"Jun. 6, 1997",United States,194 lbs - 88 kg,"6'1"" - 185 cm",LD/RD,Left,117 - Round 4 - 2015 (EDM),,,,25,0.0,5.0,5.0,0.2,4.0,19.0,0.0,12:12,1.31,19.0,37.0,24.0,0.27,3.95,7.68,4.98,126.0,126.0,50.0,254.0,279.0,47.65,179.0,191.0,48.38,12.83,12.07,51.53,,,,,,,,,CAR,Standard (1-way),,"Aug. 10, 2023",26,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$775,000",$0,$0
22,773. Danton Heinen,BOS,27,"Jul. 5, 1995",Canada,188 lbs - 85 kg,"6'1"" - 185 cm","LW, RW",Left,116 - Round 4 - 2014 (BOS),,,,74,17.0,19.0,36.0,0.49,16.0,119.0,0.14,14:27,15.73,119.0,213.0,168.0,0.88,6.67,11.94,9.42,495.0,557.0,47.05,933.0,1104.0,45.8,687.0,823.0,45.5,47.7,59.03,44.69,,,,,,,,,BOS,Standard (1-way),,"Oct. 30, 2023",27,,,,1,UFA,UFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$775,000",$0,$0
23,774. Mason Shaw,MIN,24,"Nov. 3, 1998",Canada,181 lbs - 82 kg,"5'9"" - 175 cm","LW, C",Left,97 - Round 4 - 2017 (MIN),,,✔,20,1.0,2.0,3.0,0.15,0.0,21.0,0.05,08:11,1.45,21.0,39.0,30.0,0.53,7.7,14.29,11.0,62.0,82.0,43.06,128.0,180.0,41.56,94.0,120.0,43.93,4.87,4.94,49.64,,,,,,,,,MIN,Standard (2-way),,"Feb. 15, 2024",24,✔,,,1,UFA,RFA,2024,"$775,000",0.9%,"$775,000","$775,000","$775,000","$400,000",$0,$0
24,775. Dominic Toninato,WPG,29,"Mar. 9, 1994",United States,191 lbs - 87 kg,"6'2"" - 188 cm","C, LW",Left,126 - Round 5 - 2012 (TOR),,,,15,1.0,4.0,5.0,0.33,7.0,12.0,0.08,10:11,1.94,12.0,28.0,21.0,0.76,4.71,10.99,8.24,72.0,63.0,53.33,156.0,138.0,53.06,112.0,93.0,54.63,6.89,4.09,62.69,,,,,,,,,WPG,Standard (2-way),✔,"Apr. 19, 2023",29,,,,2,UFA,UFA,2025,"$775,000",0.9%,"$775,000","$775,000","$775,000","$350,000",$0,$0
25,776. Trey Fix-Wolansky,CBJ,24,"May 26, 1999",Canada,185 lbs - 84 kg,"5'8"" - 173 cm",RW,Right,204 - Round 7 - 2018 (CBJ),,,✔,11,2.0,1.0,3.0,0.27,0.0,17.0,0.12,10:59,1.32,17.0,39.0,28.0,0.66,8.44,19.36,13.9,78.0,66.0,54.17,149.0,143.0,51.03,103.0,99.0,50.99,5.99,7.31,45.04,,,,,,,,,CBJ,Standard (2-way),✔,"Jun. 27, 2023",24,✔,,,2,RFA,RFA,2025,"$775,000",0.9%,"$775,000","$775,000","$775,000","$350,000",$0,$0
